id,timestamp,student_id,grade,date_and_time_of_misbehavior,location_of_misbehavior,documenting_staff_id,documenting_staff,classroom_or_administrative_managed,type_of_misbehavior,narrative_description_of_misbehavior,consequence,reporting_staff_id,reporting_staff,d12_planning_completed,narrative_of_consequence
381,2014-06-16 08:58:00.000000,129,10,2014-06-03 09:17:00.000000,Science Classroom,2,Mr. Barron,Administrative,"Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)",student was refusing to move seats and walked out of the classroom.,Verbal warning with reminder of positive expectation,105,Ms. Kurth,"A, B, C, D",
382,2014-03-18 11:09:00.000000,24,10,2014-03-10 10:30:00.000000,Ms. Becknell's Classroom,2,Mr. Barron,Administrative,Non-compliance/off-task (CM),student was asked to move seats because she was talking. She did not agree with the seat change and became upset and defiant.,Verbal warning with reminder of positive expectation,89,Ms. Becknell,"A, B, C, D",
383,2014-05-23 12:53:00.000000,24,10,2014-05-12 08:30:00.000000,High school math class,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM)","student did not want to sit in her assigned seat because she felt she would get more work done where she wanted to sit.  Teacher asked her to sit where she was assigned to sit, she became defiant and rude.",Verbal warning with reminder of positive expectation,33,Mr. Fenick,"A, B, C, D",
384,2014-05-27 11:15:00.000000,24,10,2014-05-12 08:30:00.000000,High school math class,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM)",,Verbal warning with reminder of positive expectation,33,Mr. Fenick,"A, B, C, D",
385,2014-02-05 09:27:00.000000,202,4,2014-02-04 11:20:00.000000,Yoga,2,Mr. Barron,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Student hit yoga instructor,sent home for the day,91,Ms. Chandra,"A, B, C, D",
386,2014-06-18 11:19:00.000000,202,4,2014-06-09 09:27:00.000000,Resource classroom,2,Mr. Barron,Administrative,"Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)",student was just refusing to be productive in class,Verbal warning with reminder of positive expectation,90,Ms. Campos,"A, B, C, D",
387,2014-04-28 10:11:00.000000,254,3,2014-04-21 09:27:00.000000,3rd grade classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Minor Harassment (CM), Verbal/Physical Intimidation (D12)","student told a classmate that he ""smells the most out of everyone""",Verbal warning with reminder of positive expectation,95,Ms. Diaz,"A, B, C, D",
388,2014-02-24 09:17:00.000000,195,6,2014-02-12 10:42:00.000000,Ms. Campos's classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)",Student was arguing with her teacher in regards to the assistance she was receiving with her math. Student was also erasing the rules from the board. Instructor also informed me that this had been going on the last three days including one day with a sub (who left notes),Verbal warning with reminder of positive expectation,90,Ms. Campos,"A, B, C, D",
389,2014-04-02 08:57:00.000000,195,6,2014-03-26 08:13:00.000000,Ms. Campos's classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), threw a pencil and hit another student",,Verbal warning with reminder of positive expectation,117,Ms. Priscilla,"A, B, C, D",
390,2014-04-28 09:11:00.000000,195,6,2014-04-23 08:30:00.000000,Ms. Campos's classroom,2,Mr. Barron,Administrative,"Major Defiances (D12), Major Disruptions (D12), Disrespectful language",,Verbal warning with reminder of positive expectation,96,Ms. Dragomire,,
391,2014-03-18 08:54:00.000000,66,12,2014-02-03 12:20:00.000000,English classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Recurring teacher managed behavior checked above (D12)",Student was being disruptive of other students speaking in front of the class.,Verbal warning with reminder of positive expectation,127,Ms. Tyler,"A, B, C, D",
392,2014-01-14 11:43:00.000000,250,4,2014-01-14 10:57:00.000000,Yoga,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM)",Was playing with a ball during Yoga instruction time.,Verbal warning with reminder of positive expectation,91,Ms. Chandra,"A, B, C, D",
393,2014-01-27 12:12:00.000000,250,4,2014-01-21 11:04:00.000000,Yoga,2,Mr. Barron,Administrative,disrespectful language,,Verbal warning with reminder of positive expectation,91,Ms. Chandra,"A, B, C, D",
394,2014-04-02 08:31:00.000000,250,4,2014-03-28 11:29:00.000000,Playground (Lunch),2,Mr. Barron,Administrative,leaving campus,Student was told to squeeze under the fence to get a ball from the MTS yard and she did just that.,Verbal warning with reminder of positive expectation,112,Ms. Naechia,"A, B, C, D",
395,2014-04-21 09:24:00.000000,250,4,2014-04-16 13:17:00.000000,4th grade classroom,2,Mr. Barron,Administrative,"Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12), playing board games",student was rude and disruptive to substitute. She was also playing board games during instructional time.,Verbal warning with reminder of positive expectation,171,Sub,"A, B, C, D",
396,2014-06-09 10:56:00.000000,250,4,2014-05-02 10:32:00.000000,Gym (lunch),2,Mr. Barron,Administrative,Minor Disruptions (CM),student had an argument with her sister and used foul language towards her,Verbal warning with reminder of positive expectation,171,Sub,"A, B, C, D",
397,2014-01-14 09:02:00.000000,242,10,2014-01-13 11:49:00.000000,Classroom,2,Mr. Barron,Administrative,Verbal/Physical Intimidation (D12),A Student threw paper at me because he thought I put a note on his back. Then he push me,Verbal warning with reminder of positive expectation,172,Ms. Tyler,"A, B, C, D",cool down and made a plan to get back on track
398,2014-01-28 09:43:00.000000,242,10,2014-01-27 13:40:00.000000,Ms. Tyler's classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM)",student was being disruptive and distracting during instructional time.,Verbal warning with reminder of positive expectation,35,Sub,"A, B, C, D",
399,2014-02-28 09:25:00.000000,242,10,2014-02-05 11:30:00.000000,Spanish/Art Classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Major Defiances (D12)",student became upset and defiant when not allowed to join classmate in their expressive arts session.,Verbal warning with reminder of positive expectation,118,Ms. Rodriguez,"A, B, C, D",
400,2014-02-28 09:59:00.000000,242,10,2014-02-25 14:12:00.000000,English classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Recurring teacher managed behavior checked above (D12)",Student was laughing at classmates comments and having conversation with him. Became a distraction in class when students would not take redirection from teacher.,Verbal warning with reminder of positive expectation,127,Ms. Tyler,"A, B, C, D",
401,2014-01-13 11:02:00.000000,187,5,2014-01-10 11:44:00.000000,Cafeteria,2,Mr. Barron,Classroom,"Major Disruptions (D12), throwing food",,"Verbal warning with reminder of positive expectation, Campus Beautification",112,Ms. Naechia,"A, B, C, D",All students involved will be picking up trash during lunch on 1/13/14 as part of their consequence
402,2014-02-24 09:00:00.000000,187,5,2014-02-13 10:25:00.000000,PE,2,Mr. Barron,Administrative,"Non-compliance/off-task (CM), made student trip on a soccer goal","Student pulled down a soccer goal as they were running laps, causing another student to trip and fall.",Verbal warning with reminder of positive expectation,32,Mr. Chuy Nunez,"A, B, C, D",
403,2014-05-22 10:28:00.000000,187,5,2014-05-07 10:51:00.000000,Yoga,2,Mr. Barron,Administrative,Non-compliance/off-task (CM),student was not listening to the teachers directions.,Verbal warning with reminder of positive expectation,91,Ms. Chandra,"A, B, C, D",
404,2014-06-11 13:41:00.000000,187,5,2014-05-21 13:33:00.000000,5th grade classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)",being distracting in class by talking with classmate,Verbal warning with reminder of positive expectation,96,Ms. Dragomire,"A, B, C, D",
405,2014-06-18 11:18:00.000000,187,5,2014-06-09 11:16:00.000000,Yoga,2,Mr. Barron,Administrative,Disrespectful language,student was rude and not listening to Ms. Chandra in the yoga room.,Verbal warning with reminder of positive expectation,91,Ms. Chandra,"A, B, C, D",
406,2014-01-17 08:37:00.000000,172,10,2014-01-16 10:15:00.000000,Upstairs Hallways,2,Mr. Barron,Administrative,tardy/roaming halls,,Verbal warning with reminder of positive expectation,87,Ms. Arely,"A, B, C, D",
407,2014-01-28 09:41:00.000000,172,10,2014-01-27 13:57:00.000000,Ms. Tyler's classroom,2,Mr. Barron,Administrative,Unauthorized Cell Phone/Electronic Device Use (CM),Student was on the phone with his mother during class time.,"Verbal warning with reminder of positive expectation, confiscated phone",35,Sub,"A, B, C, D",
408,2014-02-28 09:55:00.000000,172,10,2014-02-26 08:28:00.000000,Math Classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Name Calling (CM), Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)","student was having a back and forth argument with a student whom he thought had ""told on"" him. They then began to throw crayons and pencils at each other.",Verbal warning with reminder of positive expectation,34,Mr. Fenick,"A, B, C, D",
409,2014-06-17 12:32:00.000000,172,10,2014-06-17 09:24:00.000000,Upstairs hallways,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Minor Harassment (CM), spitting water on another student",student walked up to a female student and spit water on his girlfriend because she struck him.,Verbal warning with reminder of positive expectation,2,Mr. Barron,"A, B, C, D",
410,2014-01-13 10:50:00.000000,94,1,2014-01-10 12:30:00.000000,PE,2,Mr. Barron,Classroom,Fighting (D12),Hit another student in the privates,Verbal warning with reminder of positive expectation,32,Mr. Chuy Nunez,"A, B, C, D",Spoke to student about the severity of his behavior and let him know that a call home and escalated consequences would follow if he exhibits same behavior again.
411,2014-01-28 09:46:00.000000,94,1,2014-01-27 12:37:00.000000,PE,2,Mr. Barron,Administrative,Throwing Rocks,Student was throwing rocks and when teacher spoke to him about that he was acting as if it was acceptable.,Verbal warning with reminder of positive expectation,30,Mr.  Nunez,"A, B, C, D",
412,2014-04-30 09:08:00.000000,94,1,2014-04-29 12:15:00.000000,Gym (Lunch),2,Mr. Barron,Administrative,Play fighting (CM),Coach chuy saw the students play fighting in the lunch line and brought them to D-12,Verbal warning with reminder of positive expectation,7,Mr.  Nunez,"A, B, C, D",
413,2014-01-14 08:44:00.000000,75,3,2014-01-13 10:02:00.000000,Yoga,2,Mr. Barron,Classroom,"Minor Disruptions (CM), Major Defiances (D12)",Student was constantly disruptive and redirected multiple times. Student then became defiant and was sent to D-12.,Verbal warning with reminder of positive expectation,108,Ms. Linda,"A, B, C, D",Wrote an apology to Ms. Chandra (copy attached to Definite Dozen WS)
414,2014-01-17 08:41:00.000000,75,3,2014-01-16 11:31:00.000000,Stairs,2,Mr. Barron,Administrative,Major Defiances (D12),Student was told not to run down the stairs but he didn't it anyway.,Verbal warning with reminder of positive expectation,95,Ms. Diaz,"A, B, C, D",
415,2014-01-24 09:26:00.000000,75,3,2014-01-17 12:56:00.000000,3rd grade classroom,2,Mr. Barron,Administrative,Verbal/Physical Intimidation (D12),"A student had reminded the teacher a of class point loss that had not been deducted and Lamaryon said "" You WOULD say that"" to the student.",Verbal warning with reminder of positive expectation,95,Ms. Diaz,"A, B, C, D",
416,2014-02-05 09:29:00.000000,75,3,2014-02-04 10:30:00.000000,PE,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Recurring teacher managed behavior checked above (D12)",Student was Bullying others by laughing at other students ability in PE.,Verbal warning with reminder of positive expectation,7,Mr.  Nunez,"A, B, C, D",
417,2014-02-12 09:15:00.000000,75,3,2014-02-07 10:12:00.000000,Yoga,2,Mr. Barron,Administrative,Non-compliance/off-task (CM),Student would not stay on his yoga mat.,Verbal warning with reminder of positive expectation,91,Ms. Chandra,"A, B, C, D",
418,2014-02-24 09:23:00.000000,75,3,2014-02-12 10:41:00.000000,3rd grade classroom,2,Mr. Barron,Administrative,"Non-compliance/off-task (CM), walked out of class w/o permission",Student walked out of the classroom without the teachers permission.,Verbal warning with reminder of positive expectation,95,Ms. Diaz,"A, B, C, D",
419,2014-02-24 12:44:00.000000,75,3,2014-02-18 12:10:00.000000,Gym (lunch),2,Mr. Barron,Administrative,student shoved another student being taken to d-12,,Verbal warning with reminder of positive expectation,45,Mr. Black,"A, B, C, D",
420,2014-03-18 09:59:00.000000,75,3,2014-03-11 14:15:00.000000,3rd grade classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Name Calling (CM), Non-compliance/off-task (CM)",stepped on another students shoe and did some name calling.,Verbal warning with reminder of positive expectation,95,Ms. Diaz,"A, B, C, D",
421,2014-03-18 09:17:00.000000,75,3,2014-03-13 11:16:00.000000,3rd grade classroom,2,Mr. Barron,Administrative,"Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12), Major Disruptions (D12)",Student was spinning in the teachers chair and not doing their work.,Verbal warning with reminder of positive expectation,95,Ms. Diaz,"A, B, C, D",
422,2014-04-02 08:38:00.000000,75,4,2014-03-24 11:23:00.000000,4th grade classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)",,Verbal warning with reminder of positive expectation,48,Mr. Ojeda,"A, B, C, D",
423,2014-04-07 08:30:00.000000,75,3,2014-04-03 09:31:00.000000,PE,2,Mr. Barron,Administrative,"Non-compliance/off-task (CM), Verbal/Physical Intimidation (D12)",,Verbal warning with reminder of positive expectation,32,Mr. Chuy Nunez,"A, B, C, D",
